[Summary]
Novonix HPC data file
Novonix
Channel: 09
Cell: 2023-12-12_fullcell_aqds_vanadium_insituUVvis.csv
Serial Number: 
Description: Enter description here...
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
Mass (g): 1.000
Capacity (Ah): 1.000
Area (cm2): 1.000
DC Offset Voltage (V): 0.00000
Started: 12/12/2023 10:58:00 AM
Version: 2.2.0.2
[End Summary]
[Protocol]
Protocol: CCCV_fullcell_50mA_until_200mV_chrge1p3V_dischrge0p4V.pro1
[0: Open_circuit_storage:]
   [End step when step time > 30 seconds]
   [Save data when Δt > 2 seconds]
   [StepLimits -999 999999 0 50 0 100 0 100 -150 500 -150 500 -0.624045864045863 1.47535724815725 -0.624045864045863 1.47535724815725 -999 2 0 2]
[5: Repeat: 8000 time(s) Node count: 3]
   [3: CC-CV_charge: 50 mA to 1.3 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.562948402948403 1.41975823095823 -0.562948402948403 1.41975823095823 0 1.76216216216216 0 1.74234234234234]
   [4: CC-CV_discharge: 50 mA to 0.4 V]
      [During CV, End step when step time > 4 hours or when abs(I) < 5 mA]
      [Any time, Save data when ΔV > 0.002 V or when Δt > 2 seconds]
      [StepLimits 0 10 0 10 0 100 0 100 -150 500 -150 500 -0.555806715806716 1.41042686322686 -0.555806715806716 1.41042686322686 0 1.72252252252252 0 1.72252252252252]
   [6: Increment_cycle_counter:]
[End Protocol]
[Data]
Date and Time,Cycle Number,Step Type,Run Time (h),Step Time (h),Current (A),Potential (V),Capacity (Ah),Temperature (°C),Circuit Temperature (°C),Energy (Wh),dVdt (I/h),dIdt (V/h),Step Number,Step position
12/12/2023 11:00:13 AM,1,7,0.0369972,0.0284194,0.0499871122,0.76815116,0.0014203971,-9999.00000000,21.285,0.0010569533,0.0000000,0.0000000,2,0
12/12/2023 11:00:15 AM,1,7,0.0375750,0.0289972,0.0499870573,0.76839998,0.0014492786,-9999.00000000,21.289,0.0010791424,0.0000000,0.0000000,2,0
12/12/2023 11:00:17 AM,1,7,0.0381528,0.0295750,0.0499871457,0.76863276,0.0014781601,-9999.00000000,21.284,0.0011013387,0.0000000,0.0000000,2,0
12/12/2023 11:00:19 AM,1,7,0.0387306,0.0301528,0.0499872311,0.76887403,0.0015070416,-9999.00000000,21.273,0.0011235417,0.0000000,0.0000000,2,0
12/12/2023 11:00:21 AM,1,7,0.0393083,0.0307306,0.0499871884,0.76912079,0.0015359232,-9999.00000000,21.273,0.0011457517,0.0000000,0.0000000,2,0
12/12/2023 11:00:23 AM,1,7,0.0398861,0.0313083,0.0499872433,0.76934937,0.0015648047,-9999.00000000,21.274,0.0011679686,0.0000000,0.0000000,2,0
12/12/2023 11:00:26 AM,1,7,0.0404639,0.0318861,0.0499872342,0.76959094,0.0015936862,-9999.00000000,21.264,0.0011901924,0.0000000,0.0000000,2,0
12/12/2023 11:00:28 AM,1,7,0.0410417,0.0324639,0.0499872098,0.76983388,0.0016225676,-9999.00000000,21.263,0.0012124230,0.0000000,0.0000000,2,0
12/12/2023 11:00:30 AM,1,7,0.0416194,0.0330417,0.0499871732,0.77005606,0.0016514492,-9999.00000000,21.264,0.0012346603,0.0000000,0.0000000,2,0
12/12/2023 11:00:32 AM,1,7,0.0421972,0.0336194,0.0499875056,0.77028228,0.0016803307,-9999.00000000,21.269,0.0012569043,0.0000000,0.0000000,2,0
12/12/2023 11:00:34 AM,1,7,0.0427750,0.0341972,0.0499871823,0.77051476,0.0017092122,-9999.00000000,21.270,0.0012791547,0.0000000,0.0000000,2,0
12/12/2023 11:00:36 AM,1,7,0.0433528,0.0347750,0.0499874934,0.77073869,0.0017380937,-9999.00000000,21.274,0.0013014117,0.0000000,0.0000000,2,0
12/12/2023 11:00:38 AM,1,7,0.0439306,0.0353528,0.0499870299,0.77095468,0.0017669752,-9999.00000000,21.283,0.0013236751,0.0000000,0.0000000,2,0
12/12/2023 11:00:40 AM,1,7,0.0445083,0.0359306,0.0499874354,0.77118663,0.0017958567,-9999.00000000,21.279,0.0013459451,0.0000000,0.0000000,2,0
12/12/2023 11:00:42 AM,1,7,0.0450861,0.0365083,0.0499870939,0.77141430,0.0018247382,-9999.00000000,21.277,0.0013682215,0.0000000,0.0000000,2,0
12/12/2023 11:00:44 AM,1,7,0.0456639,0.0370861,0.0499871183,0.77162250,0.0018536197,-9999.00000000,21.280,0.0013905043,0.0000000,0.0000000,2,0
12/12/2023 11:00:46 AM,1,7,0.0462417,0.0376639,0.0499870603,0.77183658,0.0018825012,-9999.00000000,21.284,0.0014127933,0.0000000,0.0000000,2,0
12/12/2023 11:00:48 AM,1,7,0.0468194,0.0382417,0.0499870878,0.77205524,0.0019113827,-9999.00000000,21.289,0.0014350885,0.0000000,0.0000000,2,0
12/12/2023 11:00:50 AM,1,7,0.0473972,0.0388194,0.0499871579,0.77225077,0.0019402642,-9999.00000000,21.276,0.0014573897,0.0000000,0.0000000,2,0
12/12/2023 11:00:53 AM,1,7,0.0479750,0.0393972,0.0499872159,0.77246447,0.0019691456,-9999.00000000,21.276,0.0014796969,0.0000000,0.0000000,2,0
12/12/2023 11:00:55 AM,1,7,0.0485528,0.0399750,0.0499871488,0.77267985,0.0019980271,-9999.00000000,21.273,0.0015020100,0.0000000,0.0000000,2,0
12/12/2023 11:00:57 AM,1,7,0.0491306,0.0405528,0.0499871671,0.77287240,0.0020269086,-9999.00000000,21.270,0.0015243291,0.0000000,0.0000000,2,0
12/12/2023 11:00:59 AM,1,7,0.0497083,0.0411306,0.0499871732,0.77306763,0.0020557901,-9999.00000000,21.274,0.0015466538,0.0000000,0.0000000,2,0
12/12/2023 11:01:01 AM,1,7,0.0502861,0.0417083,0.0499871640,0.77326819,0.0020846716,-9999.00000000,21.272,0.0015689842,0.0000000,0.0000000,2,0
12/12/2023 11:01:03 AM,1,7,0.0508639,0.0422861,0.0499874720,0.77347037,0.0021135531,-9999.00000000,21.278,0.0015913205,0.0000000,0.0000000,2,0
12/12/2023 11:01:05 AM,1,7,0.0514417,0.0428639,0.0499871091,0.77366315,0.0021424346,-9999.00000000,21.279,0.0016136625,0.0000000,0.0000000,2,0
12/12/2023 11:01:07 AM,1,7,0.0520194,0.0434417,0.0499874995,0.77387020,0.0021713161,-9999.00000000,21.282,0.0016360103,0.0000000,0.0000000,2,0
12/12/2023 11:01:09 AM,1,7,0.0525972,0.0440194,0.0499870268,0.77407482,0.0022001976,-9999.00000000,21.290,0.0016583638,0.0000000,0.0000000,2,0
12/12/2023 11:01:11 AM,1,7,0.0531750,0.0445972,0.0499875574,0.77425508,0.0022290791,-9999.00000000,21.294,0.0016807230,0.0000000,0.0000000,2,0
12/12/2023 11:01:13 AM,1,7,0.0537528,0.0451750,0.0499870329,0.77445511,0.0022579606,-9999.00000000,21.287,0.0017030877,0.0000000,0.0000000,2,0
12/12/2023 11:01:15 AM,1,7,0.0543306,0.0457528,0.0499871518,0.77465049,0.0022868421,-9999.00000000,21.285,0.0017254581,0.0000000,0.0000000,2,0
12/12/2023 11:01:17 AM,1,7,0.0549083,0.0463306,0.0499871366,0.77483426,0.0023157236,-9999.00000000,21.284,0.0017478340,0.0000000,0.0000000,2,0
12/12/2023 11:01:20 AM,1,7,0.0554861,0.0469083,0.0499871213,0.77503429,0.0023446051,-9999.00000000,21.284,0.0017702155,0.0000000,0.0000000,2,0
12/12/2023 11:01:22 AM,1,7,0.0560639,0.0474861,0.0499871610,0.77524341,0.0023734865,-9999.00000000,21.270,0.0017926028,0.0000000,0.0000000,2,0
12/12/2023 11:01:24 AM,1,7,0.0566417,0.0480639,0.0499871244,0.77543230,0.0024023680,-9999.00000000,21.271,0.0018149958,0.0000000,0.0000000,2,0
12/12/2023 11:01:26 AM,1,7,0.0572194,0.0486417,0.0499872220,0.77562309,0.0024312495,-9999.00000000,21.266,0.0018373945,0.0000000,0.0000000,2,0
12/12/2023 11:01:28 AM,1,7,0.0577972,0.0492194,0.0499871366,0.77582083,0.0024601310,-9999.00000000,21.260,0.0018597987,0.0000000,0.0000000,2,0
12/12/2023 11:01:30 AM,1,7,0.0583750,0.0497972,0.0499872159,0.77600842,0.0024890125,-9999.00000000,21.259,0.0018822084,0.0000000,0.0000000,2,0
12/12/2023 11:01:32 AM,1,7,0.0589528,0.0503750,0.0499872220,0.77619754,0.0025178940,-9999.00000000,21.262,0.0019046237,0.0000000,0.0000000,2,0
12/12/2023 11:01:34 AM,1,7,0.0595306,0.0509528,0.0499875117,0.77640780,0.0025467755,-9999.00000000,21.270,0.0019270447,0.0000000,0.0000000,2,0
12/12/2023 11:01:36 AM,1,7,0.0601083,0.0515306,0.0499872250,0.77659463,0.0025756570,-9999.00000000,21.274,0.0019494713,0.0000000,0.0000000,2,0
12/12/2023 11:01:38 AM,1,7,0.0606861,0.0521083,0.0499875940,0.77677901,0.0026045385,-9999.00000000,21.269,0.0019719033,0.0000000,0.0000000,2,0
12/12/2023 11:01:40 AM,1,7,0.0612639,0.0526861,0.0499870238,0.77696171,0.0026334200,-9999.00000000,21.279,0.0019943407,0.0000000,0.0000000,2,0
12/12/2023 11:01:42 AM,1,7,0.0618417,0.0532639,0.0499874812,0.77714373,0.0026623015,-9999.00000000,21.281,0.0020167833,0.0000000,0.0000000,2,0
12/12/2023 11:01:45 AM,1,7,0.0624194,0.0538417,0.0499869414,0.77732345,0.0026911830,-9999.00000000,21.277,0.0020392312,0.0000000,0.0000000,2,0
12/12/2023 11:01:47 AM,1,7,0.0629972,0.0544194,0.0499871823,0.77750508,0.0027200645,-9999.00000000,21.276,0.0020616843,0.0000000,0.0000000,2,0
12/12/2023 11:01:49 AM,1,7,0.0635750,0.0549972,0.0499869597,0.77770451,0.0027489459,-9999.00000000,21.278,0.0020841427,0.0000000,0.0000000,2,0
12/12/2023 11:01:51 AM,1,7,0.0641528,0.0555750,0.0499869963,0.77788293,0.0027778274,-9999.00000000,21.274,0.0021066067,0.0000000,0.0000000,2,0
12/12/2023 11:01:53 AM,1,7,0.0647306,0.0561528,0.0499872433,0.77807144,0.0028067089,-9999.00000000,21.264,0.0021290761,0.0000000,0.0000000,2,0
12/12/2023 11:01:55 AM,1,7,0.0653083,0.0567306,0.0499871213,0.77826475,0.0028355904,-9999.00000000,21.262,0.0021515510,0.0000000,0.0000000,2,0
12/12/2023 11:01:57 AM,1,7,0.0658861,0.0573083,0.0499872037,0.77844081,0.0028644719,-9999.00000000,21.265,0.0021740311,0.0000000,0.0000000,2,0
12/12/2023 11:01:59 AM,1,7,0.0664639,0.0578861,0.0499872098,0.77861848,0.0028933534,-9999.00000000,21.257,0.0021965165,0.0000000,0.0000000,2,0
12/12/2023 11:02:01 AM,1,7,0.0670417,0.0584639,0.0499871457,0.77880805,0.0029222349,-9999.00000000,21.261,0.0022190071,0.0000000,0.0000000,2,0
12/12/2023 11:02:03 AM,1,7,0.0676194,0.0590417,0.0499872403,0.77899602,0.0029511164,-9999.00000000,21.263,0.0022415029,0.0000000,0.0000000,2,0
12/12/2023 11:02:05 AM,1,7,0.0681972,0.0596194,0.0499874415,0.77916735,0.0029799979,-9999.00000000,21.265,0.0022640041,0.0000000,0.0000000,2,0
12/12/2023 11:02:07 AM,1,7,0.0687750,0.0601972,0.0499872067,0.77934386,0.0030088794,-9999.00000000,21.262,0.0022865105,0.0000000,0.0000000,2,0
12/12/2023 11:02:09 AM,1,7,0.0693528,0.0607750,0.0499874324,0.77952733,0.0030377609,-9999.00000000,21.262,0.0023090218,0.0000000,0.0000000,2,0
12/12/2023 11:02:12 AM,1,7,0.0699306,0.0613528,0.0499870573,0.77968491,0.0030666424,-9999.00000000,21.264,0.0023315381,0.0000000,0.0000000,2,0
12/12/2023 11:02:14 AM,1,7,0.0705083,0.0619306,0.0499875239,0.77986739,0.0030955239,-9999.00000000,21.268,0.0023540595,0.0000000,0.0000000,2,0
12/12/2023 11:02:16 AM,1,7,0.0710861,0.0625083,0.0499869506,0.78005528,0.0031244053,-9999.00000000,21.273,0.0023765860,0.0000000,0.0000000,2,0
12/12/2023 11:02:18 AM,1,7,0.0716639,0.0630861,0.0499871427,0.78022355,0.0031532868,-9999.00000000,21.271,0.0023991176,0.0000000,0.0000000,2,0
12/12/2023 11:02:20 AM,1,7,0.0722417,0.0636639,0.0499870420,0.78039648,0.0031821683,-9999.00000000,21.274,0.0024216544,0.0000000,0.0000000,2,0
12/12/2023 11:02:22 AM,1,7,0.0728194,0.0642417,0.0499870817,0.78056903,0.0032110498,-9999.00000000,21.275,0.0024441961,0.0000000,0.0000000,2,0
12/12/2023 11:02:24 AM,1,7,0.0733972,0.0648194,0.0499872159,0.78075334,0.0032399313,-9999.00000000,21.265,0.0024667430,0.0000000,0.0000000,2,0
12/12/2023 11:02:26 AM,1,7,0.0739750,0.0653972,0.0499871030,0.78092451,0.0032688128,-9999.00000000,21.265,0.0024892949,0.0000000,0.0000000,2,0
12/12/2023 11:02:28 AM,1,7,0.0745528,0.0659750,0.0499871762,0.78110683,0.0032976943,-9999.00000000,21.264,0.0025118520,0.0000000,0.0000000,2,0
12/12/2023 11:02:30 AM,1,7,0.0751306,0.0665528,0.0499871213,0.78128640,0.0033265757,-9999.00000000,21.259,0.0025344142,0.0000000,0.0000000,2,0
12/12/2023 11:02:32 AM,1,7,0.0757083,0.0671306,0.0499872342,0.78145918,0.0033554572,-9999.00000000,21.261,0.0025569815,0.0000000,0.0000000,2,0
12/12/2023 11:02:34 AM,1,7,0.0762861,0.0677083,0.0499872433,0.78163616,0.0033843387,-9999.00000000,21.262,0.0025795539,0.0000000,0.0000000,2,0
12/12/2023 11:02:36 AM,1,7,0.0768639,0.0682861,0.0499873561,0.78181412,0.0034132202,-9999.00000000,21.267,0.0026021315,0.0000000,0.0000000,2,0
12/12/2023 11:02:39 AM,1,7,0.0774417,0.0688639,0.0499871427,0.78200225,0.0034421017,-9999.00000000,21.266,0.0026247143,0.0000000,0.0000000,2,0
12/12/2023 11:02:41 AM,1,7,0.0780194,0.0694417,0.0499874568,0.78216579,0.0034709832,-9999.00000000,21.264,0.0026473021,0.0000000,0.0000000,2,0
12/12/2023 11:02:43 AM,1,7,0.0785972,0.0700194,0.0499869780,0.78234223,0.0034998647,-9999.00000000,21.273,0.0026698950,0.0000000,0.0000000,2,0
12/12/2023 11:02:45 AM,1,7,0.0791750,0.0705972,0.0499874934,0.78252188,0.0035287462,-9999.00000000,21.277,0.0026924929,0.0000000,0.0000000,2,0
12/12/2023 11:02:47 AM,1,7,0.0797528,0.0711750,0.0499870299,0.78268992,0.0035576276,-9999.00000000,21.271,0.0027150959,0.0000000,0.0000000,2,0
12/12/2023 11:02:49 AM,1,7,0.0803306,0.0717528,0.0499871274,0.78285399,0.0035865091,-9999.00000000,21.273,0.0027377037,0.0000000,0.0000000,2,0
12/12/2023 11:02:51 AM,1,7,0.0809083,0.0723306,0.0499869414,0.78302364,0.0036153906,-9999.00000000,21.271,0.0027603163,0.0000000,0.0000000,2,0
12/12/2023 11:02:53 AM,1,7,0.0814861,0.0729083,0.0499869872,0.78319871,0.0036442720,-9999.00000000,21.269,0.0027829337,0.0000000,0.0000000,2,0
12/12/2023 11:02:55 AM,1,7,0.0820639,0.0734861,0.0499872769,0.78336011,0.0036731535,-9999.00000000,21.257,0.0028055561,0.0000000,0.0000000,2,0
12/12/2023 11:02:57 AM,1,7,0.0826417,0.0740639,0.0499871030,0.78352616,0.0037020350,-9999.00000000,21.259,0.0028281833,0.0000000,0.0000000,2,0
12/12/2023 11:03:00 AM,1,7,0.0832194,0.0746417,0.0499871762,0.78370062,0.0037309165,-9999.00000000,21.263,0.0028508154,0.0000000,0.0000000,2,0
12/12/2023 11:03:01 AM,1,7,0.0837972,0.0752194,0.0499871976,0.78386050,0.0037597980,-9999.00000000,21.254,0.0028734522,0.0000000,0.0000000,2,0
12/12/2023 11:03:04 AM,1,7,0.0843750,0.0757972,0.0499872555,0.78402213,0.0037886795,-9999.00000000,21.249,0.0028960938,0.0000000,0.0000000,2,0
12/12/2023 11:03:06 AM,1,7,0.0849528,0.0763750,0.0499872281,0.78418521,0.0038175610,-9999.00000000,21.250,0.0029187400,0.0000000,0.0000000,2,0
12/12/2023 11:03:08 AM,1,7,0.0855306,0.0769528,0.0499874934,0.78434729,0.0038464425,-9999.00000000,21.256,0.0029413908,0.0000000,0.0000000,2,0
12/12/2023 11:03:10 AM,1,7,0.0861083,0.0775306,0.0499871061,0.78450457,0.0038753239,-9999.00000000,21.254,0.0029640464,0.0000000,0.0000000,2,0
12/12/2023 11:03:12 AM,1,7,0.0866861,0.0781083,0.0499874446,0.78467353,0.0039042054,-9999.00000000,21.254,0.0029867067,0.0000000,0.0000000,2,0
12/12/2023 11:03:14 AM,1,7,0.0872639,0.0786861,0.0499869475,0.78484806,0.0039330869,-9999.00000000,21.263,0.0030093718,0.0000000,0.0000000,2,0
12/12/2023 11:03:16 AM,1,7,0.0878417,0.0792639,0.0499873744,0.78500366,0.0039619684,-9999.00000000,21.265,0.0030320417,0.0000000,0.0000000,2,0
12/12/2023 11:03:18 AM,1,7,0.0884194,0.0798417,0.0499869719,0.78517919,0.0039908499,-9999.00000000,21.264,0.0030547166,0.0000000,0.0000000,2,0
12/12/2023 11:03:20 AM,1,7,0.0889972,0.0804194,0.0499870268,0.78535708,0.0040197314,-9999.00000000,21.259,0.0030773964,0.0000000,0.0000000,2,0
12/12/2023 11:03:22 AM,1,7,0.0895750,0.0809972,0.0499870847,0.78552123,0.0040486129,-9999.00000000,21.262,0.0031000813,0.0000000,0.0000000,2,0
12/12/2023 11:03:24 AM,1,7,0.0901528,0.0815750,0.0499871305,0.78568355,0.0040774944,-9999.00000000,21.267,0.0031227709,0.0000000,0.0000000,2,0
12/12/2023 11:03:27 AM,1,7,0.0907306,0.0821528,0.0499871030,0.78585655,0.0041063758,-9999.00000000,21.256,0.0031454653,0.0000000,0.0000000,2,0
12/12/2023 11:03:28 AM,1,7,0.0913083,0.0827306,0.0499870451,0.78602108,0.0041352573,-9999.00000000,21.260,0.0031681643,0.0000000,0.0000000,2,0
12/12/2023 11:03:31 AM,1,7,0.0918861,0.0833083,0.0499872189,0.78618012,0.0041641388,-9999.00000000,21.257,0.0031908682,0.0000000,0.0000000,2,0
12/12/2023 11:03:33 AM,1,7,0.0924639,0.0838861,0.0499871122,0.78635381,0.0041930203,-9999.00000000,21.254,0.0032135770,0.0000000,0.0000000,2,0
12/12/2023 11:03:35 AM,1,7,0.0930417,0.0844639,0.0499871823,0.78652460,0.0042219018,-9999.00000000,21.259,0.0032362908,0.0000000,0.0000000,2,0
12/12/2023 11:03:37 AM,1,7,0.0936194,0.0850417,0.0499872311,0.78668845,0.0042507833,-9999.00000000,21.261,0.0032590093,0.0000000,0.0000000,2,0
12/12/2023 11:03:39 AM,1,7,0.0941972,0.0856194,0.0499874049,0.78685519,0.0042796647,-9999.00000000,21.261,0.0032817326,0.0000000,0.0000000,2,0
12/12/2023 11:03:41 AM,1,7,0.0947750,0.0861972,0.0499870756,0.78702232,0.0043085462,-9999.00000000,21.257,0.0033044606,0.0000000,0.0000000,2,0
12/12/2023 11:03:43 AM,1,7,0.0953556,0.0867778,0.0499874659,0.78719052,0.0043375666,-9999.00000000,21.253,0.0033273028,0.0000000,0.0000000,2,0
12/12/2023 11:03:45 AM,1,7,0.0959306,0.0873528,0.0499870420,0.78733848,0.0043663092,-9999.00000000,21.264,0.0033499310,0.0000000,0.0000000,2,0
12/12/2023 11:03:47 AM,1,7,0.0965083,0.0879306,0.0499875360,0.78749354,0.0043951907,-9999.00000000,21.268,0.0033726730,0.0000000,0.0000000,2,0
12/12/2023 11:03:49 AM,1,7,0.0970861,0.0885083,0.0499870207,0.78766143,0.0044240722,-9999.00000000,21.271,0.0033954195,0.0000000,0.0000000,2,0
12/12/2023 11:03:51 AM,1,7,0.0976639,0.0890861,0.0499870603,0.78781367,0.0044529536,-9999.00000000,21.274,0.0034181706,0.0000000,0.0000000,2,0
12/12/2023 11:03:54 AM,1,7,0.0982417,0.0896639,0.0499870085,0.78796744,0.0044818351,-9999.00000000,21.275,0.0034409262,0.0000000,0.0000000,2,0
12/12/2023 11:03:55 AM,1,7,0.0988194,0.0902417,0.0499871061,0.78812915,0.0045107166,-9999.00000000,21.277,0.0034636865,0.0000000,0.0000000,2,0
12/12/2023 11:03:58 AM,1,7,0.0993972,0.0908194,0.0499872586,0.78830383,0.0045395981,-9999.00000000,21.267,0.0034864515,0.0000000,0.0000000,2,0
12/12/2023 11:04:00 AM,1,7,0.0999750,0.0913972,0.0499871152,0.78846997,0.0045684796,-9999.00000000,21.268,0.0035092215,0.0000000,0.0000000,2,0
12/12/2023 11:04:02 AM,1,7,0.1005528,0.0919750,0.0499871518,0.78864572,0.0045973611,-9999.00000000,21.269,0.0035319964,0.0000000,0.0000000,2,0
12/12/2023 11:04:04 AM,1,7,0.1011306,0.0925528,0.0499871976,0.78882407,0.0046262425,-9999.00000000,21.269,0.0035547762,0.0000000,0.0000000,2,0
12/12/2023 11:04:06 AM,1,7,0.1017083,0.0931306,0.0499870756,0.78898860,0.0046551240,-9999.00000000,21.278,0.0035775611,0.0000000,0.0000000,2,0
12/12/2023 11:04:08 AM,1,7,0.1022861,0.0937083,0.0499871396,0.78915382,0.0046840055,-9999.00000000,21.276,0.0036003509,0.0000000,0.0000000,2,0
12/12/2023 11:04:10 AM,1,7,0.1028639,0.0942861,0.0499874171,0.78933729,0.0047128870,-9999.00000000,21.281,0.0036231457,0.0000000,0.0000000,2,0
12/12/2023 11:04:12 AM,1,7,0.1034417,0.0948639,0.0499871213,0.78951167,0.0047417684,-9999.00000000,21.281,0.0036459456,0.0000000,0.0000000,2,0
12/12/2023 11:04:14 AM,1,7,0.1040194,0.0954417,0.0499874019,0.78967925,0.0047706499,-9999.00000000,21.280,0.0036687505,0.0000000,0.0000000,2,0
12/12/2023 11:04:16 AM,1,7,0.1045972,0.0960194,0.0499869872,0.78985333,0.0047995314,-9999.00000000,21.289,0.0036915602,0.0000000,0.0000000,2,0
12/12/2023 11:04:18 AM,1,7,0.1051750,0.0965972,0.0499874171,0.79002267,0.0048284129,-9999.00000000,21.290,0.0037143749,0.0000000,0.0000000,2,0
12/12/2023 11:04:21 AM,1,7,0.1057528,0.0971750,0.0499869628,0.79018155,0.0048572943,-9999.00000000,21.287,0.0037371945,0.0000000,0.0000000,2,0
12/12/2023 11:04:22 AM,1,7,0.1063306,0.0977528,0.0499871274,0.79035165,0.0048861758,-9999.00000000,21.282,0.0037600187,0.0000000,0.0000000,2,0
12/12/2023 11:04:25 AM,1,7,0.1069083,0.0983306,0.0499870786,0.79052817,0.0049150573,-9999.00000000,21.282,0.0037828478,0.0000000,0.0000000,2,0
12/12/2023 11:04:27 AM,1,7,0.1074861,0.0989083,0.0499871427,0.79068736,0.0049439388,-9999.00000000,21.276,0.0038056818,0.0000000,0.0000000,2,0
12/12/2023 11:04:29 AM,1,7,0.1080639,0.0994861,0.0499871427,0.79084983,0.0049728202,-9999.00000000,21.264,0.0038285207,0.0000000,0.0000000,2,0
12/12/2023 11:04:31 AM,1,7,0.1086417,0.1000639,0.0499870939,0.79101527,0.0050017017,-9999.00000000,21.260,0.0038513641,0.0000000,0.0000000,2,0
12/12/2023 11:04:33 AM,1,7,0.1092194,0.1006417,0.0499870908,0.79117866,0.0050305832,-9999.00000000,21.258,0.0038742122,0.0000000,0.0000000,2,0
12/12/2023 11:04:35 AM,1,7,0.1097972,0.1012194,0.0499872159,0.79133586,0.0050594647,-9999.00000000,21.255,0.0038970651,0.0000000,0.0000000,2,0
12/12/2023 11:04:37 AM,1,7,0.1103750,0.1017972,0.0499871305,0.79150116,0.0050883461,-9999.00000000,21.251,0.0039199226,0.0000000,0.0000000,2,0
12/12/2023 11:04:39 AM,1,7,0.1109528,0.1023750,0.0499871762,0.79167012,0.0051172276,-9999.00000000,21.249,0.0039427849,0.0000000,0.0000000,2,0
12/12/2023 11:04:41 AM,1,7,0.1115306,0.1029528,0.0499874659,0.79182541,0.0051461091,-9999.00000000,21.264,0.0039656519,0.0000000,0.0000000,2,0
12/12/2023 11:04:43 AM,1,7,0.1121083,0.1035306,0.0499870878,0.79198460,0.0051749906,-9999.00000000,21.265,0.0039885235,0.0000000,0.0000000,2,0
12/12/2023 11:04:46 AM,1,7,0.1126861,0.1041083,0.0499874171,0.79214707,0.0052038721,-9999.00000000,21.267,0.0040113998,0.0000000,0.0000000,2,0
12/12/2023 11:04:48 AM,1,7,0.1132639,0.1046861,0.0499869750,0.79231580,0.0052327535,-9999.00000000,21.279,0.0040342807,0.0000000,0.0000000,2,0
12/12/2023 11:04:50 AM,1,7,0.1138417,0.1052639,0.0499875269,0.79246239,0.0052616350,-9999.00000000,21.281,0.0040571662,0.0000000,0.0000000,2,0
12/12/2023 11:04:52 AM,1,7,0.1144194,0.1058417,0.0499870695,0.79262516,0.0052905165,-9999.00000000,21.280,0.0040800564,0.0000000,0.0000000,2,0
12/12/2023 11:04:54 AM,1,7,0.1149972,0.1064194,0.0499870207,0.79280473,0.0053193980,-9999.00000000,21.277,0.0041029513,0.0000000,0.0000000,2,0
12/12/2023 11:04:56 AM,1,7,0.1155750,0.1069972,0.0499870360,0.79295384,0.0053482795,-9999.00000000,21.283,0.0041258509,0.0000000,0.0000000,2,0
12/12/2023 11:04:58 AM,1,7,0.1161528,0.1075750,0.0499871274,0.79311158,0.0053771609,-9999.00000000,21.288,0.0041487550,0.0000000,0.0000000,2,0
12/12/2023 11:05:00 AM,1,7,0.1167306,0.1081528,0.0499872342,0.79327748,0.0054060424,-9999.00000000,21.273,0.0041716639,0.0000000,0.0000000,2,0
12/12/2023 11:05:02 AM,1,7,0.1173083,0.1087306,0.0499871091,0.79344973,0.0054349239,-9999.00000000,21.270,0.0041945775,0.0000000,0.0000000,2,0
12/12/2023 11:05:04 AM,1,7,0.1178861,0.1093083,0.0499872189,0.79361258,0.0054638054,-9999.00000000,21.274,0.0042174960,0.0000000,0.0000000,2,0
12/12/2023 11:05:06 AM,1,7,0.1184639,0.1098861,0.0499871579,0.79377871,0.0054926868,-9999.00000000,21.266,0.0042404193,0.0000000,0.0000000,2,0
12/12/2023 11:05:08 AM,1,7,0.1190417,0.1104639,0.0499870725,0.79395958,0.0055215683,-9999.00000000,21.266,0.0042633475,0.0000000,0.0000000,2,0
12/12/2023 11:05:10 AM,1,7,0.1196194,0.1110417,0.0499871640,0.79412381,0.0055504498,-9999.00000000,21.264,0.0042862807,0.0000000,0.0000000,2,0
12/12/2023 11:05:13 AM,1,7,0.1201972,0.1116194,0.0499874446,0.79428666,0.0055793313,-9999.00000000,21.268,0.0043092188,0.0000000,0.0000000,2,0
12/12/2023 11:05:15 AM,1,7,0.1207750,0.1121972,0.0499871396,0.79445623,0.0056082127,-9999.00000000,21.268,0.0043321616,0.0000000,0.0000000,2,0
12/12/2023 11:05:17 AM,1,7,0.1213528,0.1127750,0.0499874690,0.79463130,0.0056370942,-9999.00000000,21.268,0.0043551093,0.0000000,0.0000000,2,0
12/12/2023 11:05:19 AM,1,7,0.1219306,0.1133528,0.0499870085,0.79478743,0.0056659757,-9999.00000000,21.277,0.0043780617,0.0000000,0.0000000,2,0
12/12/2023 11:05:21 AM,1,7,0.1225083,0.1139306,0.0499874171,0.79495662,0.0056948572,-9999.00000000,21.281,0.0044010191,0.0000000,0.0000000,2,0
12/12/2023 11:05:23 AM,1,7,0.1230861,0.1145083,0.0499869841,0.79512848,0.0057237386,-9999.00000000,21.284,0.0044239813,0.0000000,0.0000000,2,0
